NCDD_CodeP,NCDD_CodeD,NCDD_CodeC,Commune,SLR
14,1408,140803,Kampong Prang,0
14,1408,140805,Mesar Prachan,0
14,1408,140807,Prey Pnov,0
14,1408,140808,Prey Sniet,0
14,1408,140809,Prey Sralet,0
14,1408,140810,Reab,0
14,1408,140811,Roka,0
14,1409,140901,Angkor Reach,1
14,1409,140902,Banteay Chakrei,1
14,1409,140903,Boeng Daol,1
14,1409,140904,Chey Kampok,1
14,1409,140905,Kampong Soeng,0
14,1409,140906,Krang Svay,1
14,1409,140907,Lvea,1
14,1409,140908,Preah Sdach,0
14,1409,140909,Reathor,0
14,1409,140910,Rumchek,1
14,1409,140911,Sena Reach Otdam,1
14,1410,141001,Baray,0
14,1410,141002,Cheung Tuek,0
14,1410,141003,Kampong Leav,0
14,1411,141101,Pou Rieng,0
14,1411,141102,Preaek Anteah,0
14,1411,141103,Preaek Chrey,0
14,1411,141104,Prey Kanlaong,0
14,1411,141105,Ta Kao,0
14,1411,141106,Kampong Ruessei,0
14,1411,141107,Preaek Ta Sar,0
14,1412,141201,Ampil Krau,0
14,1412,141202,Chrey Khmum,0
14,1412,141203,Lve,0
14,1412,141204,Pnov Ti Muoy,0
14,1412,141205,Pnov Ti Pir,0
14,1412,141206,Pou Ti,0
14,1412,141207,Preaek Changkran,0
14,1412,141208,Prey Daeum Thnoeng,0
14,1412,141209,Prey Tueng,0
14,1412,141210,Rumlech,0
14,1412,141211,Ruessei Sanh,0
14,1413,141301,Angkor Tret,1
14,1413,141302,Chea Khlang,1
14,1413,141303,Chrey,1
14,1413,141304,Damrei Puon,1
14,1413,141305,Me Bon,1
14,1413,141306,Pean Roung,1
14,1413,141307,Popueus,1
14,1413,141308,Prey Khla,1
14,1413,141309,Samraong,1
14,1413,141310,Svay Antor,1
14,1413,141311,Tuek Thla,1
15,1501,150101,Boeng Bat Kandaol,0
15,1501,150102,Boeng Khnar,0
15,1501,150103,Khnar Totueng,0
15,1501,150104,Me Tuek,0
15,1501,150105,Ou Ta Paong,0
15,1501,150106,Rumlech,0
15,1501,150107,Snam Preah,0
15,1501,150108,Svay Doun Kaev,0
15,1501,150109,Ta Lou,0
15,1501,150110,Trapeang chorng,0
15,1502,150201,Anlong Vil,0
15,1502,150203,Kandieng,0
15,1502,150204,Kanhchor,0
15,1502,150205,Reang Til,0
15,1502,150206,Srae Sdok,0
15,1502,150207,Svay Luong,0
15,1502,150208,Sya,0
15,1502,150209,Veal,0
15,1502,150210,Kaoh Chum,0
15,1503,150301,Anlong Tnaot,0
15,1503,150302,Ansa Chambak,0
15,1503,150303,Boeng Kantuot,0
15,1503,150304,Chheu Tom,0
15,1503,150305,Kampong Luong,0
15,1503,150306,Kampong Pou,0
15,1503,150307,Kbal Trach,0
15,1503,150308,Ou Sandan,0
15,1503,150309,Sna Ansa,0
15,1503,150310,Svay Sa,0
15,1503,150311,Tnaot Chum,0
15,1504,150401,Bak Chenhchien,0
15,1504,150402,Leach,0
15,1504,150403,Phteah Rung,0
15,1504,150404,Prongil,0
15,1504,150405,Rokat,0
15,1504,150406,Santreae,0
15,1504,150407,Samraong,0
15,1505,150501,Chamraeun Phal,1
15,1505,150503,Lolok Sa,1
15,1505,150504,Phteah Prey,1
15,1505,150505,Prey Nhi,1
15,1505,150506,Roleab,1
15,1505,150507,Svay At,1
15,1505,150508,Banteay Dei,1
15,1506,150601,Ou Saom,0
15,1506,150602,Krapeu Pir,0
15,1506,150603,Anlong Reab,0
15,1506,150604,Pramaoy,0
15,1506,150605,Thma Da,0
16,1601,160101,Malik,0
16,1601,160103,Nhang,0
16,1601,160104,Ta Lav,0
16,1602,160201,Kachanh,0
16,1602,160202,Labansiek,0
16,1602,160203,Yeak Laom,0
16,1603,160301,Kak,0
16,1603,160302,Keh Chong,0
16,1603,160303,La Minh,0
16,1603,160304,Lung Khung,0
16,1603,160305,Saeung,0
16,1603,160306,Ting Chak,0
16,1604,160401,Serei Mongkol,0
16,1604,160402,Srae Angkrorng,0
16,1604,160403,Ta Ang,0
16,1604,160404,Teun,0
16,1604,160405,Trapeang Chres,0
16,1604,160406,Trapeang Kraham,0
16,1605,160501,Chey Otdam,0
16,1605,160502,Ka Laeng,0
16,1605,160503,Lbang Muoy,0
16,1605,160504,Lbang Pir,0
16,1605,160505,Ba Tang,0
16,1605,160506,Seda,0
16,1606,160601,Cha Ung,0
16,1606,160602,Pouy,0
16,1606,160603,Aekakpheap,0
16,1606,160604,Kalai,0
16,1606,160605,Ou Chum,0
16,1606,160606,Sameakki,0
16,1606,160607,L'ak,0
16,1607,160701,Bar Kham,0
16,1607,160702,Lum Choar,0
16,1607,160703,Pak Nhai,0
16,1607,160704,Pa Te,0
16,1607,160705,Sesan,0
16,1607,160706,Saom Thum,0
16,1607,160707,Ya Tung,0
16,1608,160801,Ta Veaeng Leu,0
16,1608,160802,Ta Veaeng Kraom,0
16,1609,160901,Pong,0
16,1609,160903,Hat Pak,0
16,1609,160904,Ka Choun,0
16,1609,160905,Kaoh Pang,0
16,1609,160906,Kaoh Peak,0
16,1609,160907,Kok Lak,0
16,1609,160908,Pa Kalan,0
16,1609,160909,Phnum Kok,0
16,1609,160910,Veun Sai,0
17,1701,170101,Char Chhuk,0
17,1701,170102,Doun Peng,0
17,1701,170103,Kouk Doung,0
17,1701,170104,Koul,0
17,1701,170105,Nokor Pheas,0
17,1701,170106,Srae Khvav,0
17,1701,170107,Ta Saom,0
17,1702,170201,Chob Ta Trav,0
17,1702,170202,Leang Dai,0
17,1702,170203,Peak Snaeng,0
17,1702,170204,Svay Chek,0
17,1703,170301,Khnar Sanday,0
17,1703,170302,Khun Ream,0
17,1703,170303,Preah Dak,0
17,1703,170304,Rumchek,0
17,1703,170305,Run Ta Aek,0
17,1703,170306,Tbaeng,0
17,1704,170401,Anlong Samnar,0
17,1704,170402,Chi Kraeng,0
17,1704,170403,Kampong Kdei,0
17,1704,170404,Khvav,0
17,1704,170405,Kouk Thlok Kraom,0
17,1704,170406,Kouk Thlok Leu,0
17,1704,170407,Lveaeng Ruessei,0
17,1704,170408,Pongro Kraom,1
17,1704,170409,Pongro Leu,0
17,1704,170410,Ruessei Lok,1
17,1704,170411,Sangvaeuy,0
17,1704,170412,Spean Tnaot,0
17,1706,170601,Chanleas Dai,0
17,1706,170602,Kampong Thkov,0
17,1706,170603,Kralanh,0
17,1706,170604,Krouch Kor,0
17,1706,170605,Roung Kou,1
17,1706,170606,Sambuor,0
17,1706,170607,Saen Sokh,1
17,1706,170608,Snuol,1
17,1706,170609,Sranal,0
17,1706,170610,Ta An,0
17,1707,170701,Sasar Sdam,0
17,1707,170702,Doun Kaev,0
17,1707,170703,Kdei Run,0
17,1707,170704,Kaev Poar,0
17,1707,170705,Khnat,0
17,1707,170707,Lvea,0
17,1707,170708,Mukh Paen,0
17,1707,170709,Pou Treay,0
17,1707,170710,Puok,0
17,1707,170711,Prey Chruk,0
17,1707,170712,Reul,0
17,1707,170713,Samraong Yea,0
17,1707,170715,Trei Nhoar,0
17,1707,170716,Yeang,0
17,1709,170902,Bakong,0
17,1709,170903,Ballangk,0
17,1709,170904,Kampong Phluk,0
17,1709,170905,Kantreang,0
17,1709,170906,Kandaek,0
17,1709,170907,Mean Chey,0
17,1709,170908,Roluos,0
17,1709,170909,Trapeang Thum,0
17,1710,171001,Sla Kram,0
17,1710,171002,Svay Dankum,1
17,1710,171003,Kok Chak,0
17,1710,171004,Sala Kamreuk,1
17,1710,171005,Nokor Thum,0
17,1710,171006,Chreav,1
17,1710,171007,Chong Khnies,0
17,1710,171008,Sambuor,0
17,1710,171009,Siem Reab,1
17,1710,171010,Srangae,0
17,1710,171011,Ampil,0
17,1710,171012,Krabei Riel,0
17,1710,171013,Tuek Vil,0
17,1711,171101,Chan Sa,0
17,1711,171102,Dam Daek,0
17,1711,171103,Dan Run,0
17,1711,171104,Kampong Khleang,0
17,1711,171105,Kien Sangkae,0
17,1711,171106,Khchas,0
17,1711,171107,Khnar Pou,0
17,1711,171108,Popel,0
17,1711,171109,Samraong,0
17,1711,171110,Ta Yaek,0
17,1712,171201,Chrouy Neang Nguon,0
17,1712,171202,Klang Hay,0
17,1712,171203,Tram Sasar,0
17,1712,171204,Moung,0
17,1712,171205,Prei,0
17,1712,171206,Slaeng Spean,0
17,1713,171301,Boeng Mealea,0
17,1713,171302,Kantuot,0
17,1713,171303,Khnang Phnum,0
17,1713,171304,Svay Leu,0
17,1713,171305,Ta Siem,0
17,1714,171401,Prasat,0
17,1714,171402,Lvea Krang,0
17,1714,171403,Srae Nouy,0
17,1714,171404,Svay Sa,0
17,1714,171405,Varin,0
18,1801,180101,Muoy,1
18,1801,180102,Pir,1
18,1801,180103,Bei,1
18,1801,180104,Buon,1
18,1801,180105,Kaoh Rung,0
18,1802,180201,Andoung Thma,1
18,1802,180202,Boeng Ta Prum,0
18,1802,180203,Bet Trang,0
18,1802,180204,Cheung Kou,0
18,1802,180205,Ou Chrov,0
18,1802,180206,Ou Oknha Heng,0
18,1802,180207,Prey Nob,1
18,1802,180208,Ream,0
18,1802,180209,Sameakki,1
18,1802,180210,Samrong,1
18,1802,180211,Tuek L'ak,1
18,1802,180212,Tuek Thla,1
18,1802,180213,Tuol Totueng,1
18,1802,180214,Veal Renh,1
18,1803,180301,Kampenh,0
18,1803,180302,Ou Treh,1
18,1803,180303,Tumnob Rolok,1
18,1804,180401,Chamkar Luong,0
18,1804,180402,Kampong Seila,0
18,1804,180403,Ou Bak Roteh,0
18,1804,180404,Stueng Chhay,0
19,1901,190101,Kamphun,0
19,1901,190102,Kbal Romeas,0
19,1901,190103,Phluk,0
19,1901,190104,Samkhuoy,0
19,1901,190105,Sdau,0
19,1901,190106,Srae Kor,0
19,1901,190107,Ta Lat,0
19,1902,190201,Kaoh Preah,0
19,1902,190202,Kaoh Sampeay,0
19,1902,190203,Kaoh Sralay,0
19,1902,190204,Ou Mreah,0
19,1902,190205,Ou Ruessei Kandal,0
19,1902,190206,Siem Bouk,0
19,1902,190207,Srae Krasang,0
19,1903,190301,Preaek Meas,0
19,1903,190302,Sekong,0
19,1903,190303,Santepheap,0
19,1903,190304,Srae Sambour,0
19,1903,190305,Tma Kaev,0
19,1904,190401,Stueng Traeng,0
19,1904,190402,Srah Ruessei,0
19,1904,190403,Preah Bat,0
19,1904,190404,Sameakki,0
19,1905,190501,Anlong Phe,0
19,1905,190502,Chamkar Leu,0
19,1905,190503,Kang Cham,0
19,1905,190504,Kaoh Snaeng,0
19,1905,190505,Anlong Chrey,0
19,1905,190506,Ou Rai,0
19,1905,190507,Ou Svay,0
19,1905,190508,Preah Rumkel,0
19,1905,190509,Sam Ang,0
19,1905,190510,Srae Ruessei,0
19,1905,190511,Thala Barivat,0
20,2001,200103,Chantrea,0
20,2001,200104,Chres,0
20,2001,200105,Me Sar Thngak,0
20,2001,200108,Prey Kokir,0
20,2001,200109,Samraong,0
20,2001,200110,Tuol Sdei,0
20,2002,200201,Banteay Krang,0
20,2002,200202,Nhor,0
20,2002,200203,Khsaetr,0
20,2002,200204,Preah Ponlea,0
20,2002,200205,Prey Thum,0
20,2002,200206,Reach Montir,0
20,2002,200207,Samlei,0
20,2002,200208,Samyaong,0
20,2002,200209,Svay Ta Yean,0
20,2002,200211,Thmei,0
20,2002,200212,Tnaot,0
20,2003,200301,Bos Mon,0
20,2003,200302,Thmea,0
20,2003,200303,Kampong Chak,0
20,2003,200304,Chrung Popel,0
20,2003,200305,Kampong Ampil,0
20,2003,200306,Meun Chey,0
20,2003,200307,Pong Tuek,0
20,2003,200308,Sangkae,0
20,2003,200309,Svay Chek,0
20,2003,200310,Thna Thnong,0
20,2004,200401,Ampil,0
20,2004,200402,Andoung Pou,0
20,2004,200403,Andoung Trabaek,0
20,2004,200404,Angk Prasrae,0
20,2004,200405,Chantrei,0
20,2004,200406,Chrey Thum,0
20,2004,200407,Doung,0
20,2004,200408,Kampong Trach,0
20,2004,200409,Kokir,0
20,2004,200410,Krasang,0
20,2004,200411,Mukh Da,0
20,2004,200412,Mream,0
20,2004,200413,Sambuor,0
20,2004,200414,Sambatt Mean Chey,0
20,2004,200415,Trapeang Sdau,0
20,2004,200416,Tras,0
20,2005,200501,Angk Ta Sou,0
20,2005,200502,Basak,0
20,2005,200503,Chambak,0
20,2005,200504,Kampong Chamlang,0
20,2005,200505,Ta Suos,1
20,2005,200507,Chheu Teal,1
20,2005,200508,Doun Sa,0
20,2005,200509,Kouk Pring,1
20,2005,200510,Kraol Kou,1
20,2005,200511,Kruos,0
20,2005,200512,Pouthi Reach,0
20,2005,200513,Svay Angk,0
20,2005,200514,Svay Chrum,1
20,2005,200515,Svay Thum,0
20,2005,200516,Svay Yea,0
20,2005,200517,Thlok,0
20,2006,200601,Svay Rieng,0
20,2006,200602,Prey Chhlak,0
20,2006,200603,Koy Trabaek,0
20,2006,200604,Pou Ta Hao,0
20,2006,200605,Chek,0
20,2006,200606,Svay Toea,0
20,2006,200607,Sangkhoar,0
20,2007,200702,Koki Saom,0
20,2007,200703,Kandieng Reay,0
20,2007,200704,Monourom,0
20,2007,200705,Popeaet,0
20,2007,200706,Prey Ta Ei,0
20,2007,200707,Prasoutr,0
20,2007,200708,Romeang Thkaol,0
20,2007,200709,Sambuor,0
20,2007,200711,Svay Rumpear,0
20,2008,200801,Bati,0
20,2008,200802,Bavet,0
20,2008,200803,Chrak Mtes,0
20,2008,200804,Prasat,0
20,2008,200805,Prey Angkunh,0
21,2101,210101,Angkor Borei,0
21,2101,210102,Ba Srae,0
21,2101,210103,Kouk Thlok,0
21,2101,210104,Ponley,0
21,2101,210105,Preaek Phtoul,0
21,2101,210106,Prey Phkoam,0
21,2102,210201,Chambak,0
21,2102,210202,Champei,1
21,2102,210203,Doung,1
21,2102,210204,Kandoeng,1
21,2102,210205,Komar Reachea,1
21,2102,210206,Krang Leav,1
21,2102,210207,Krang Thnong,1
21,2102,210208,Lumpong,1
21,2102,210209,Pea Ream,1
21,2102,210210,Pot Sar,0
21,2102,210211,Sour Phi,1
21,2102,210212,Tang Doung,1
21,2102,210213,Tnaot,1
21,2102,210214,Trapeang Krasang,1
21,2102,210215,Trapeang Sab,1
21,2103,210301,Borei Cholsar,0
21,2103,210302,Chey Chouk,0
21,2103,210303,Doung Khpos,0
21,2103,210304,Kampong Krasang,0
21,2103,210305,Kouk Pou,0
21,2104,210401,Angk Prasat,1
21,2104,210402,Preah Bat Choan Chum,1
21,2104,210403,Kamnab,0
21,2104,210404,Kampeaeng,1
21,2104,210405,Kiri Chong Kaoh,1
21,2104,210406,Kouk Prech,1
21,2104,210407,Phnum Den,0
21,2104,210408,Prey Ampok,1
21,2104,210409,Prey Rumdeng,0
21,2104,210410,Ream Andaeuk,1
21,2104,210411,Saom,0
21,2104,210412,Ta Ou,0
21,2105,210501,Krapum Chhuk,0
21,2105,210502,Pech Sar,0
21,2105,210503,Prey Khla,0
21,2105,210504,Prey Yuthka,0
21,2105,210505,Romenh,0
21,2105,210506,Thlea Prachum,0
21,2106,210601,Angkanh,0
21,2106,210602,Ban Kam,0
21,2106,210603,Champa,0
21,2106,210604,Char,0
21,2106,210605,Kampeaeng,0
21,2106,210606,Kampong Reab,0
21,2106,210607,Kdanh,0
21,2106,210608,Pou Rumchak,0
21,2106,210609,Prey Kabbas,0
21,2106,210610,Prey Lvea,0
21,2106,210611,Prey Phdau,0
21,2106,210612,Snao,0
21,2106,210613,Tang Yab,0
21,2107,210701,Boeng Tranh Khang Cheung,1
21,2107,210702,Boeng Tranh Khang Tboung,1
21,2107,210703,Cheung Kuon,0
21,2107,210704,Chumreah Pen,1
21,2107,210705,Khvav,1
21,2107,210706,Lumchang,1
21,2107,210707,Rovieng,1
21,2107,210708,Samraong,1
21,2107,210709,Soengh,1
21,2107,210710,Sla,0
21,2107,210711,Trea,0
21,2108,210801,Baray,0
21,2108,210802,Roka Knong,1
21,2108,210803,Roka Krau,1
21,2109,210901,Angk Ta Saom,1
21,2109,210902,Cheang Tong,0
21,2109,210903,Kus,1
21,2109,210904,Leay Bour,1
21,2109,210905,Nhaeng Nhang,0
21,2109,210906,Ou Saray,0
21,2109,210907,Trapeang Kranhoung,0
21,2109,210908,Otdam Soriya,0
21,2109,210909,Popel,0
21,2109,210910,Samraong,0
21,2109,210911,Srae Ronoung,0
21,2109,210912,Ta Phem,0
21,2109,210913,Tram Kak,0
21,2109,210914,Trapeang Thum Khang Cheung,0
21,2109,210915,Trapeang Thum Khang Tboung,0
21,2110,211001,Angkanh,0
21,2110,211002,Angk Khnor,0
21,2110,211003,Chi Khma,0
21,2110,211004,Khvav,0
21,2110,211005,Prambei Mum,0
21,2110,211006,Angk Kaev,0
21,2110,211007,Prey Sloek,1
21,2110,211008,Roneam,1
21,2110,211009,Sambuor,0
21,2110,211010,Sanlung,0
21,2110,211011,Smaong,0
21,2110,211012,Srangae,0
21,2110,211013,Thlok,0
21,2110,211014,Tralach,0
22,2201,220101,Anlong Veaeng,0
22,2201,220103,Trapeang Tav,0
22,2201,220104,Trapeang Prei,0
22,2201,220105,Thlat,0
22,2201,220106,Lumtong,0
22,2202,220201,Ampil,0
22,2202,220202,Beng,0
22,2202,220203,Kouk Khpos,0
22,2202,220204,Kouk Mon,0
22,2203,220301,Cheung Tien,0
22,2203,220302,Chong Kal,0
22,2203,220303,Krasang,0
22,2203,220304,Pongro,0
22,2204,220401,Bansay Reak,0
22,2204,220402,Bos Sbov,0
22,2204,220403,Koun Kriel,0
22,2204,220404,Samraong,0
22,2204,220405,Ou Smach,0
22,2205,220501,Bak Anloung,0
22,2205,220502,Ph'av,0
22,2205,220503,Ou Svay,0
22,2205,220504,Preah Pralay,0
22,2205,220505,Tumnob Dach,0
22,2205,220506,Trapeang Prasat,0
23,2301,230101,Angkaol,0
23,2301,230103,Pong Tuek,0
23,2302,230201,Kaeb,1
23,2302,230202,Prey Thum,1
23,2302,230203,Ou Krasar,0
24,2401,240101,Pailin,0
24,2401,240102,Ou Ta Vau,0
24,2401,240103,Tuol Lvea,0
24,2401,240104,Bar Yakha,0
24,2402,240201,Sala Krau,0
24,2402,240202,Stueng Trang,0
24,2402,240203,Stueng Kach,0
24,2402,240204,Ou Andoung,0
